Unnamed: 0,微博id,发布者姓名,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,nb_interactivity,date,text_preprocessed,positive_prob,negative_prob,confidence,sentiment,error_sentiment,if_大V,if_官媒,if_自媒,if_个人用户
2158.0,J3nOWjJUZ,拒绝脱发从我做起,女,广东,384,137,拒绝脱发从我做起:#五个一政策# 本来五月要回去办婚礼，取消了。想着那就九月回国吧，现在看来也回不去了。刚看了下机票，就算抢得到我也买不起，平时三千现在三万，买个pi。没别的，最心疼的是想回国工作的今年毕业的留学生，怎么找工作怎么上班啊。。。  ,无,无,2020-05-24 11:14:00,微博 weibo.com,7,0,0,8,2020-05-24 00:00:00,五个一政策 本来五月要回去办婚礼，取消了。想着那就九月回国吧，现在看来也回不去了。刚看了下机票，就算抢得到我也买不起，平时三千现在三万，买个pi。没别的，最心疼的是想回国工作的今年毕业的留学生，怎么找工作怎么上班啊。。。,0.0107198,0.9892799999999999,0.9761780000000001,0,0,,,,
2159.0,J3nNprsht,鬼娃嫣,女,北京,82,231,鬼娃嫣:何时取消五个一政策？为了贸易合作可以开绿色通道，却不给滞留国外的广大国内正常回国的途径？为了追求0而忽视几百万人的安危？有问题解决问题，避而不谈非文明之举！#国际客运航班五个一政策#  ,无,无,2020-05-24 11:10:00,iPhone,15,2,21,39,2020-05-24 00:00:00,何时取消五个一政策？为了贸易合作可以开绿色通道，却不给滞留国外的广大国内正常回国的途径？为了追求0而忽视几百万人的安危？有问题解决问题，避而不谈非文明之举！国际客运航班五个一政策,0.000225574,0.9997739999999999,0.999499,0,0,,,,
2160.0,J3nM2jbj8,is_BlueDanube,女,海外,290,61,is_BlueDanube:非常认同的一条回答。“前期让人失望，最后说我给你钱，来吧。总还是缺了点什么。” 谁都不该做这大时代一粒灰。有门路的总能回来。拦住的，不过是更多像你我一样的普通人。如何评价民航局「五个一」政策？ 👉 http://t.cn/A62Geh0E 来源: @知乎  ,无,无,2020-05-24 11:06:00,iPhone客户端,4,0,0,5,2020-05-24 00:00:00,非常认同的一条回答。前期让人失望，最后说我给你钱，来吧。总还是缺了点什么。 谁都不该做这大时代一粒灰。有门路的总能回来。拦住的，不过是更多像你我一样的普通人。如何评价民航局「五个一」政策？ 👉 来源,0.00556422,0.9944360000000001,0.987635,0,0,,,,
2161.0,J3nKXh92t,-阿布里波波-,女,其他,241,210,-阿布里波波-:服了，说一两句理解五个一就变成粉红了，是理解又不是支持某些人自我高潮些什么自己改变不了政策就去适应政策提早计划啊，本来就僧多粥少还偏要等到要走了才想着买票，买得到才怪，买不到就骂国家骂政府说的自己被迫害一样，加戏累不累天天想着政策来适应你，天王老子都没你面子大  ,无,无,2020-05-24 11:04:00,HUAWEI P30,8,0,14,23,2020-05-24 00:00:00,服了，说一两句理解五个一就变成粉红了，是理解又不是支持某些人自我高潮些什么自己改变不了政策就去适应政策提早计划啊，本来就僧多粥少还偏要等到要走了才想着买票，买得到才怪，买不到就骂国家骂政府说的自己被迫害一样，加戏累不累天天想着政策来适应你，天王老子都没你面子大,1.53476e-05,0.999985,0.999966,0,0,,,,
2162.0,J3kbfyu1h,谢谢收看z,女,福建,358,314,谢谢收看z:#国际客运航班五个一政策#世界上没有一个国家会禁止自己的公民回国，就算是停止航班，也是对外籍人士的政策。疫情开始时，无论是英国，还是美国，还是澳大利亚，意大利，这些政府都是包机把自己的公民从国外送回国。意大利的甚至派出了卫生部副部长和专业团队亲自把17岁的留在武汉的意大利青年送回意大利。而中国，实行所谓五个一政策，简直就是对留在外国的中国公民的侮辱。@民航局 http://t.cn/RU1Utk9 显示地图 ,无,http://t.cn/RU1Utk9,2020-05-24 01:58:00,iPhone客户端,124,0,60,185,2020-05-24 00:00:00,国际客运航班五个一政策世界上没有一个国家会禁止自己的公民回国，就算是停止航班，也是对外籍人士的政策。疫情开始时，无论是英国，还是美国，还是澳大利亚，意大利，这些政府都是包机把自己的公民从国外送回国。意大利的甚至派出了卫生部副部长和专业团队亲自把17岁的留在武汉的意大利青年送回意大利。而中国，实行所谓五个一政策，简直就是对留在外国的中国公民的侮辱。 显示地图,0.382481,0.6175189999999999,0.150043,0,0,,,,
2163.0,J3ka0nVeE,南国羽,男,陕西,611,1566,南国羽:美国外交代表团到苏联访问，苏修接待官员陪他们参观“建设的伟大成就”，并且得意的说：“到了下一个五年计划，每个苏联家庭都可以拥有一架私人飞机！”美国人惊讶的问：“ 他们要飞机干什么呢？”苏修官员说：“当然有用啊……譬如你在列宁格勒听说莫斯科航天航空总局要求国际航班执行五个一政策了，你可以马上开飞机赶去注册航空公司赚钱啊。” ,无,无,2020-05-24 01:54:00,微博 weibo.com,3,0,3,7,2020-05-24 00:00:00,美国外交代表团到苏联访问，苏修接待官员陪他们参观建设的伟大成就，并且得意的说：到了下一个五年计划，每个苏联家庭都可以拥有一架私人飞机！美国人惊讶的问： 他们要飞机干什么呢？苏修官员说：当然有用啊譬如你在列宁格勒听说莫斯科航天航空总局要求国际航班执行五个一政策了，你可以马上开飞机赶去注册航空公司赚钱啊。,0.9495049999999999,0.0504952,0.8877879999999999,2,0,,,,
2164.0,J3k2RcdjU,YY的茶渍饭,男,其他,962,361431,YY的茶渍饭:关于“五个一”政策，说一点听到的和理解的，没有可靠来源，但不会像某家数字开头的媒体断章取义搞点大新闻，信或不信请随意。1.“五个一”应该要放开了，主要是突破3月12日飞行计划文件的限制，欧美那些早早停航的航司将有资格复航；2.前面说了是有资格，具体能不能飞，要看航空公司的风险防控水平能否达到国内标准；3.国内标准是什么，民航局早就发了，并且翻译了英文，怎样算是达到了，参考某家飞了一个中国公民回国临时航班的外航；4.民航局自始至终都是希望尽快接回在外中国公民的，但是防控疫情的事民航局一家说了不算，民航局也在给别的部门挡枪；5.上海机场为什么建了个核酸采样室，应该是预计外航恢复后，因为北京要分流所以很多外航会优先选择上海，所以开始强化了。这也算是个风向标。 ,无,无,2020-05-24 01:37:00,微博 weibo.com,19,5,22,47,2020-05-24 00:00:00,关于五个一政策，说一点听到的和理解的，没有可靠来源，但不会像某家数字开头的媒体断章取义搞点大新闻，信或不信请随意。1五个一应该要放开了，主要是突破3月12日飞行计划文件的限制，欧美那些早早停航的航司将有资格复航；2前面说了是有资格，具体能不能飞，要看航空公司的风险防控水平能否达到国内标准；3国内标准是什么，民航局早就发了，并且翻译了英文，怎样算是达到了，参考某家飞了一个中国公民回国临时航班的外航；4民航局自始至终都是希望尽快接回在外中国公民的，但是防控疫情的事民航局一家说了不算，民航局也在给别的部门挡枪；5上海机场为什么建了个核酸采样室，应该是预计外航恢复后，因为北京要分流所以很多外航会优先选择上海，所以开始强化了。这也算是个风向标。,0.14736400000000002,0.8526360000000001,0.672525,0,0,,,,
2165.0,J3jUEkNcV,糖不甜也要吃吃吃吃吃吃吃,女,其他,1010,212,糖不甜也要吃吃吃吃吃吃吃:看了下五个一政策下一些人的评论，感觉留学生好无力啊夹在中间回不来，看观察网说是美国憋屁，看留学生说是民航不放开...看了下军机的微博说民航也在撕逼，不管是跟哪些部分之间撕逼，希望赶紧趁早解决，让他们回家围观了几个留学生的求回家贴，真的发现微博本科率不足4%相当真实，没有多少人在感同身受，评论一些人较真真的好蠢...留学生等同于不爱国等同于投毒这种憨批脑回路我是没有办法理解了。祝这群希望早日回家的人都能早日回来吧！！！[带着微博去旅行] ,无,无,2020-05-24 01:17:00,微博国际版,10,1,5,17,2020-05-24 00:00:00,看了下五个一政策下一些人的评论，感觉留学生好无力啊夹在中间回不来，看观察网说是美国憋屁，看留学生说是民航不放开看了下军机的微博说民航也在撕逼，不管是跟哪些部分之间撕逼，希望赶紧趁早解决，让他们回家围观了几个留学生的求回家贴，真的发现微博本科率不足4相当真实，没有多少人在感同身受，评论一些人较真真的好蠢留学生等同于不爱国等同于投毒这种憨批脑回路我是没有办法理解了。祝这群希望早日回家的人都能早日回来吧！！！,0.00750282,0.992497,0.9833270000000001,0,0,,,,
2166.0,J3jSw0m7J,当英文遇中文,男,海外,471,59,当英文遇中文:#取消五个一##五个一政策##国际客运航班五个一政策# 我不是完全支持五个一  有个五个二 五个五也行 但是如果五个一完全放开 目前的数据几百万留学生和境外人士都等着回国 而且基本都是刚需 这些人短时间快速涌进国内 国内的隔离点不可能保障如此多的人员 很快就会住满人 而后面的人如果回来了 隔离点人满了 怎么办 不能住机场吧 还是要排队按需按序回国 这样大规模持续的人群会给国内的很大行业造成持续很大的压力 需要一点一点消化 一口吃不了个胖子 中国的人口基数在那 和其他国家比不现实的 相信政策会调整 但是取消反对大可不必 别忘了中国的人口数 ,无,无,2020-05-24 01:11:00,iPhone客户端,7,0,2,10,2020-05-24 00:00:00,取消五个一五个一政策国际客运航班五个一政策 我不是完全支持五个一 有个五个二 五个五也行 但是如果五个一完全放开 目前的数据几百万留学生和境外人士都等着回国 而且基本都是刚需 这些人短时间快速涌进国内 国内的隔离点不可能保障如此多的人员 很快就会住满人 而后面的人如果回来了 隔离点人满了 怎么办 不能住机场吧 还是要排队按需按序回国 这样大规模持续的人群会给国内的很大行业造成持续很大的压力 需要一点一点消化 一口吃不了个胖子 中国的人口基数在那 和其他国家比不现实的 相信政策会调整 但是取消反对大可不必 别忘了中国的人口数,0.182007,0.8179930000000001,0.595541,0,0,,,,
2167.0,J3jJWlvBK,格竹熊,男,四川,1948,138855,格竹熊:民航“五个一”政策是3月26号就开始执行的，为什么这两天突然舆论才起来了？因为前期受疫情影响很多航空公司的国际航线都停了。而现在，国内疫情得到控制，经济恢复，中国航线成为了唯一赚钱的国际航线。但受制于五个一政策，诸多外国航空公司渴望恢复和增加中国航线而不能。当然要造舆论突破这一政策。平心而论，五个一政策确实导致航班数量减少，一票难求，也贵了不少。但话说回来，留学生在境外，几个月都过了，除了毕业的，有多少人？哪里就着急非要这几天就回国？所以，绑架留学生说事，在留学生中引发恐慌焦虑以制造舆论。几十个国家，每天一班两三百人，防控压力已经很艰巨了，如果贸然放开，更是难以想象。说白了，根源在欧美国家自己不防控好疫情，却只想着让中国重新开放，我们好不容易换来的成就，岂能为了你们一些人赚钱就付诸东流？绑架留学生说事，实在是太流氓了。 ,无,无,2020-05-24 00:50:00,HUAWEI Mate 20 Pro,348,15,119,483,2020-05-24 00:00:00,民航五个一政策是3月26号就开始执行的，为什么这两天突然舆论才起来了？因为前期受疫情影响很多航空公司的国际航线都停了。而现在，国内疫情得到控制，经济恢复，中国航线成为了唯一赚钱的国际航线。但受制于五个一政策，诸多外国航空公司渴望恢复和增加中国航线而不能。当然要造舆论突破这一政策。平心而论，五个一政策确实导致航班数量减少，一票难求，也贵了不少。但话说回来，留学生在境外，几个月都过了，除了毕业的，有多少人？哪里就着急非要这几天就回国？所以，绑架留学生说事，在留学生中引发恐慌焦虑以制造舆论。几十个国家，每天一班两三百人，防控压力已经很艰巨了，如果贸然放开，更是难以想象。说白了，根源在欧美国家自己不防控好疫情，却只想着让中国重新开放，我们好不容易换来的成就，岂能为了你们一些人赚钱就付诸东流？绑架留学生说事，实在是太流氓了。,0.10881700000000001,0.891183,0.758184,0,0,,,,
2168.0,J3jG4cwAW,8岁的仙女爱小猪猪,女,湖北,438,366,8岁的仙女爱小猪猪:@中国民航网 #留学生回国# 希望得到五个一政策继续的理由和票价翻十倍的原因 哦对英国和欧洲隔这么近英国机票比欧洲又还要贵一倍呢是因为英国留学生更多吗目前看到的是黄牛赚了不少呢 您一个个月慢慢来放开点政策我都能继续理解您 直接持续到十月是想让我们碰运气看能不能赶上包机还要很幸运地说哎呀我买到三万多的包机机票呢我也不知道在哪里能说句话但似乎像我们这些没有啥发言权还被喷的群体只有这样还不一定能被知道 [组图共2张] 原图 ,无,无,2020-05-24 00:41:00,iPhone客户端,14,1,5,21,2020-05-24 00:00:00,留学生回国 希望得到五个一政策继续的理由和票价翻十倍的原因 哦对英国和欧洲隔这么近英国机票比欧洲又还要贵一倍呢是因为英国留学生更多吗目前看到的是黄牛赚了不少呢 您一个个月慢慢来放开点政策我都能继续理解您 直接持续到十月是想让我们碰运气看能不能赶上包机还要很幸运地说哎呀我买到三万多的包机机票呢我也不知道在哪里能说句话但似乎像我们这些没有啥发言权还被喷的群体只有这样还不一定能被知道 原图,0.00619485,0.9938049999999999,0.986234,0,0,,,,
2169.0,J3jtkjvUe,LLL_Lexie,女,福建,626,323,LLL_Lexie:“五个一”政策总让我想到韩国的“世越号”事件”不听话”的学生跑到甲板上跳入海里反而获救呆在船舱里等待的“老实”学生统统淹死当然性质是不一样的 只是有点能体会到那种失望的心情叭以及这中间真的是能大赚一笔就举最简单几个数据，都是经济舱4月伦敦-北京 机票2万-4万（可能还有更低的）7月 伦敦-北京 机票4万-6万7月 欧洲某国-北京 机票1万619年7月伦敦-北京 6千-1万 有时候还能买到往返的这笔钱如果能真打到医护人员账上大家可能也没啥意见，但是至今我是没查到任何的数据，也不知道国家到底是怎么作用这一笔钱的作为一个普通人 也没什么话语权叭当然我还是很爱我的家乡也相信一味的吹捧只会让他越走越偏，只有批评的声音才能让他更强大#国际客运航班五个一政策# 原图 ,无,无,2020-05-24 00:09:00,iPhone,50,4,32,87,2020-05-24 00:00:00,五个一政策总让我想到韩国的世越号事件不听话的学生跑到甲板上跳入海里反而获救呆在船舱里等待的老实学生统统淹死当然性质是不一样的 只是有点能体会到那种失望的心情叭以及这中间真的是能大赚一笔就举最简单几个数据，都是经济舱4月伦敦北京 机票2万4万可能还有更低的7月 伦敦北京 机票4万6万7月 欧洲某国北京 机票1万619年7月伦敦北京 6千1万 有时候还能买到往返的这笔钱如果能真打到医护人员账上大家可能也没啥意见，但是至今我是没查到任何的数据，也不知道国家到底是怎么作用这一笔钱的作为一个普通人 也没什么话语权叭当然我还是很爱我的家乡也相信一味的吹捧只会让他越走越偏，只有批评的声音才能让他更强大国际客运航班五个一政策 原图,0.0120516,0.9879479999999999,0.9732190000000001,0,0,,,,
2170.0,J3jbo6K2G,AIRPLUS沐昂旅行,女,四川,426,206330,AIRPLUS沐昂旅行:【美国要求中国四家航空公司5月27日提交飞航计划】美国商务部要求，中国东方航空、南方航空、海南航空和其子公司，在5月27日之前提交航班时刻表和其他详细信息。此举对还在美国的留学生来说，可能意味着中美航线可能会被“中止”——包括包机和商业航班。民航局为什么不开放5个1政策，原因很简单：国外航司不符合中国的防疫要求。美国为什么想尽各种办法都要让达美和美联航复飞中美航线？这钱太好赚了，而他们两家可不会听民航局的将价格维持在一定水平。#留学生回国##留学生##美国留学##留学生回国##国际客运航班五个一政策##美国留学生回国# 原图 ,无,无,2020-05-23 23:25:00,iPhone客户端,100,2,28,131,2020-05-23 00:00:00,美国要求中国四家航空公司5月27日提交飞航计划美国商务部要求，中国东方航空、南方航空、海南航空和其子公司，在5月27日之前提交航班时刻表和其他详细信息。此举对还在美国的留学生来说，可能意味着中美航线可能会被中止包括包机和商业航班。民航局为什么不开放5个1政策，原因很简单：国外航司不符合中国的防疫要求。美国为什么想尽各种办法都要让达美和美联航复飞中美航线？这钱太好赚了，而他们两家可不会听民航局的将价格维持在一定水平。留学生回国留学生美国留学留学生回国国际客运航班五个一政策美国留学生回国 原图,0.0746348,0.925365,0.834145,0,0,,,,
2171.0,J3aWRdZKx,叶子叶子你快走,男,浙江,230,209,叶子叶子你快走:中国太难了，微博表示坚定执行五个一政策的时候。有一堆注册没一个月的号带动着一群傻子骂政府没人性，不管海外同胞死活。而抖音有谣言说中国要开通美国航线的时候。又有一群保密账号带动着一群人骂国家没骨气，认怂。中国人其实大多数都是自私的，尤其是被某些人组织起来之后。自私的彻底，并且极其愚蠢。另外吐槽下五个一，其实如果可以的话。咱们能开辟一个隔离区。把咱们的留学生，还在同胞都接回来吗？该隔离的隔离，该检测的检测。驻外使馆组织他们登记，咱们国内组织撤侨包机分批次的把他们接回来。我们也不能真看着他们在海外等死吧。其次强烈拒绝开通海外航班！不然又得在家蹲着了。#留学生回国##国际客运航班五个一政策##全球疫情# @新闻联播 @共青团中央 @光明日报 @解放军报 @环球杂志 ,无,无,2020-05-23 02:27:00,前置双摄vivo X9,1,0,0,2,2020-05-23 00:00:00,中国太难了，微博表示坚定执行五个一政策的时候。有一堆注册没一个月的号带动着一群傻子骂政府没人性，不管海外同胞死活。而抖音有谣言说中国要开通美国航线的时候。又有一群保密账号带动着一群人骂国家没骨气，认怂。中国人其实大多数都是自私的，尤其是被某些人组织起来之后。自私的彻底，并且极其愚蠢。另外吐槽下五个一，其实如果可以的话。咱们能开辟一个隔离区。把咱们的留学生，还在同胞都接回来吗？该隔离的隔离，该检测的检测。驻外使馆组织他们登记，咱们国内组织撤侨包机分批次的把他们接回来。我们也不能真看着他们在海外等死吧。其次强烈拒绝开通海外航班！不然又得在家蹲着了。留学生回国国际客运航班五个一政策全球疫情,0.00019751599999999998,0.9998020000000001,0.999561,0,0,,,,
2172.0,J3aQ79e9b,与极酸鸡恋爱的日常,女,北京,492,4346,与极酸鸡恋爱的日常:是否要延续五个一政策就是个活生生的Trolley Problem，一个疯子把五个无辜的人绑在电车轨道上，一辆失控的电车朝他们驶来，并且片刻后就要碾压到他们。幸运的是，你可以拉一个拉杆，让电车开到另一条轨道上。然而问题在于，那个疯子在另一个电车轨道上也绑了一个人。在这种情况下，你要不要拉拉杆呢？是牺牲一个人，去救五个人，还是什么都不改变，让运气来决定这些人的生死？ 不过整件事里最好笑的是，在是否大举开放回国航班这件事上，两条轨道上的人都可以跟手握拉杆的人喊话，而手握拉杆的人一定程度上某只脚是踏在其中一条轨道上的 ,无,无,2020-05-23 02:11:00,iPhone客户端,5,1,5,12,2020-05-23 00:00:00,是否要延续五个一政策就是个活生生的Trolley Problem，一个疯子把五个无辜的人绑在电车轨道上，一辆失控的电车朝他们驶来，并且片刻后就要碾压到他们。幸运的是，你可以拉一个拉杆，让电车开到另一条轨道上。然而问题在于，那个疯子在另一个电车轨道上也绑了一个人。在这种情况下，你要不要拉拉杆呢？是牺牲一个人，去救五个人，还是什么都不改变，让运气来决定这些人的生死？ 不过整件事里最好笑的是，在是否大举开放回国航班这件事上，两条轨道上的人都可以跟手握拉杆的人喊话，而手握拉杆的人一定程度上某只脚是踏在其中一条轨道上的,0.00336438,0.9966360000000001,0.992524,0,0,,,,
2173.0,J3azog29h,北美新浪,男,北京,869,1724433,北美新浪:#我在北美看疫情# #美国疫情#【民航局权威人士：尚未批准美国航司复航中国】目前向民航局提出六月复航申请的美国航空公司主要是美联航和达美航空，其中达美航空申请恢复的是西雅图和底特律至上海航线，美联航申请恢复的是旧金山至北京首都、成都和上海浦东，以及纽瓦克至上海航线。 第一财经记者就此询问两家美国航司，目前达美航空和美联航均表示没有接到来自民航局的批复通知。记者随后向民航局权威人士询问，也明确表示“没有批复，还在谈”。 目前，中国始发的国际航班执行的是特殊时期的“五个一”政策。所谓“五个一”政策，是指民航局所要求的3月29日开始实施的“一家航空公司一个国家一条航线一周一班”的砍国际航班政策。 3月29日~4月4日“五个一”政策实施首周，我国国际航班量减至108班，降幅85.3%，仅相当于疫情暴发前的1.2%。 在随后的四月和五月，国内仍在执飞国际航班的航空公司都在继续执行“五个一”政策。 根据国航，东航，南航等多家国内航空公司公布的的6月航班计划，国际航线和班期也跟5月完全一致，意味着“五个一”政策在六月仍要继续执行。http://t.cn/A624bL9L 原图 ,无,无,2020-05-23 01:30:00,微博 weibo.com,104,23,68,196,2020-05-23 00:00:00,我在北美看疫情 美国疫情民航局权威人士：尚未批准美国航司复航中国目前向民航局提出六月复航申请的美国航空公司主要是美联航和达美航空，其中达美航空申请恢复的是西雅图和底特律至上海航线，美联航申请恢复的是旧金山至北京首都、成都和上海浦东，以及纽瓦克至上海航线。 第一财经记者就此询问两家美国航司，目前达美航空和美联航均表示没有接到来自民航局的批复通知。记者随后向民航局权威人士询问，也明确表示没有批复，还在谈。 目前，中国始发的国际航班执行的是特殊时期的五个一政策。所谓五个一政策，是指民航局所要求的3月29日开始实施的一家航空公司一个国家一条航线一周一班的砍国际航班政策。 3月29日4月4日五个一政策实施首周，我国国际航班量减至108班，降幅853，仅相当于疫情暴发前的12。 在随后的四月和五月，国内仍在执飞国际航班的航空公司都在继续执行五个一政策。 根据国航，东航，南航等多家国内航空公司公布的的6月航班计划，国际航线和班期也跟5月完全一致，意味着五个一政策在六月仍要继续执行。 原图,0.0107086,0.989291,0.976203,0,0,,,,
2174.0,J3ax948pC,游来游去咯,男,山东,131,1516,游来游去咯:【一财：民航局未批准美国航司复航中国】今晚据21财经报道称，#民航局批准美航司6月飞中国航班计划#。@第一财经日报 记者就此询问两家美国航司，目前达美航空和美联航均表示没有接到来自民航局的批复通知。记者随后向民航局权威人士询问，也明确表示“没有批复，还在谈”。根据国航，东航，南航等多家国内航空公司公布的的6月航班计划，国际航线和班期也跟5月完全一致，意味着“五个一”政策在六月仍要继续执行。据记者了解，目前已有不少外航希望恢复欧美到中国的国际航线，除了美联航，达美航空，还有芬兰航空，汉莎航空等欧洲航司都申请恢复6月到中国的部分国际航班，但都需要获得中国民航局的审批。http://t.cn/A62UFdak ,无,无,2020-05-23 01:24:00,小米MIX概念手机,0,0,0,1,2020-05-23 00:00:00,一财：民航局未批准美国航司复航中国今晚据21财经报道称，民航局批准美航司6月飞中国航班计划。 记者就此询问两家美国航司，目前达美航空和美联航均表示没有接到来自民航局的批复通知。记者随后向民航局权威人士询问，也明确表示没有批复，还在谈。根据国航，东航，南航等多家国内航空公司公布的的6月航班计划，国际航线和班期也跟5月完全一致，意味着五个一政策在六月仍要继续执行。据记者了解，目前已有不少外航希望恢复欧美到中国的国际航线，除了美联航，达美航空，还有芬兰航空，汉莎航空等欧洲航司都申请恢复6月到中国的部分国际航班，但都需要获得中国民航局的审批。,0.0875952,0.9124049999999999,0.805344,0,0,,,,
2175.0,J3asnAmd2,余大聪明柯夫斯基卉_,女,湖北,345,842,余大聪明柯夫斯基卉_:说实话五个一政策其实我觉得本身没啥问题吧，就说英国一周四趟航班，偶尔有临时航班，一周也能接1000留学生回国（主要是回国隔离，基层工作者确实也挺不容易的，如果通航，负担太重，还要考虑是否有位置隔离这些回国人员）但是讲道理，一张机票卖3w+，去伦敦包车5k+，隔离期间食宿费用1w+，像我这种，落地隔离一次，回武汉隔离一次的隔离费用就是2w+，那么算下来总共就是6w，我想问一下这是个什么水平我本来也就是今年毕业，暑假也就是要回国的，一张回国机票就是5k，坐火车去机场折合rmb差不多20，算下来这么回国直接×10但是能怎么办呢，家还是要回的呀，总不能在英国当流浪汉吧 ,无,无,2020-05-23 01:12:00,无,23,1,36,61,2020-05-23 00:00:00,说实话五个一政策其实我觉得本身没啥问题吧，就说英国一周四趟航班，偶尔有临时航班，一周也能接1000留学生回国主要是回国隔离，基层工作者确实也挺不容易的，如果通航，负担太重，还要考虑是否有位置隔离这些回国人员但是讲道理，一张机票卖3w，去伦敦包车5k，隔离期间食宿费用1w，像我这种，落地隔离一次，回武汉隔离一次的隔离费用就是2w，那么算下来总共就是6w，我想问一下这是个什么水平我本来也就是今年毕业，暑假也就是要回国的，一张回国机票就是5k，坐火车去机场折合rmb差不多20，算下来这么回国直接×10但是能怎么办呢，家还是要回的呀，总不能在英国当流浪汉吧,0.07689630000000001,0.923104,0.829119,0,0,,,,
2176.0,J3an6arbr,Treal_,男,河南,107,28,Treal_:今天和在莫斯科的兄弟聊天才知道，我想说只要回国遵守隔离规定，为什么不能顺利回国，都说什么千里投毒什么的，你们有脑子么，有辨别是非的能力么，精致的利己主义者已经回国潇洒，听从指挥就地隔离的人现在难以回家，我相信中国政府，更相信当年利比亚撤侨中国的决心，还有那些喷子们，送给你们一句话，有双辨别是非的眼睛，喷那些真正的卖国贼，别让共同热爱祖国的人寒心#留学生回国##国际客运航班五个一政策# ,无,无,2020-05-23 00:59:00,小米6X 拍人更美,12,0,9,22,2020-05-23 00:00:00,今天和在莫斯科的兄弟聊天才知道，我想说只要回国遵守隔离规定，为什么不能顺利回国，都说什么千里投毒什么的，你们有脑子么，有辨别是非的能力么，精致的利己主义者已经回国潇洒，听从指挥就地隔离的人现在难以回家，我相信中国政府，更相信当年利比亚撤侨中国的决心，还有那些喷子们，送给你们一句话，有双辨别是非的眼睛，喷那些真正的卖国贼，别让共同热爱祖国的人寒心留学生回国国际客运航班五个一政策,0.8559100000000001,0.14409,0.679801,2,0,,,,
2177.0,J3amVA6eC,主人想环游世界,女,上海,188,504,主人想环游世界:#国际客运航班五个一政策#所谓五个一就是一个中国学生一旦出国成了一个留学生就会一直买不到一张回国的机票，但如果是港澳台地区的学生就可以轻松买票回家(tmd还是正常价格)，而这就是一国两制外国同学问，“为什么香港的朋友可以回国，你们maidland回不去中国？”我也想知道为什么 http://t.cn/z8Tr006 显示地图 原图 ,无,#国际客运航班五个一政策#,2020-05-23 00:59:00,HUAWEI P20 Pro,0,0,3,4,2020-05-23 00:00:00,国际客运航班五个一政策所谓五个一就是一个中国学生一旦出国成了一个留学生就会一直买不到一张回国的机票，但如果是港澳台地区的学生就可以轻松买票回家tmd还是正常价格，而这就是一国两制外国同学问，为什么香港的朋友可以回国，你们maidland回不去中国？我也想知道为什么 显示地图 原图,0.0221732,0.977827,0.9507260000000001,0,0,,,,
2178.0,J3amS2C1H,蜜桃乌龙没我甜,女,海外,259,1814,蜜桃乌龙没我甜:虽然据说五个一政策要延期到十月属实离谱 就算是研究生九月多也都毕业了 本科五月多就毕业了 大家的房子基本都八九月到期 那要是五个一政策延期 毕业了的留学生该怎么办 去睡大街吗（我东西也没拿本来以为八九月肯定能回去了）但是看有好多人疯狂骂航空公司说他们挣黑心钱 还是想说 机票并没有涨价吧 只是现在还有折扣了而已 之前大家买的几千块钱的都是折扣票 现在都是全价票 可以理解疫情期间 全体机组人员都要跟着隔离十四天 国内工作人员也很辛苦 毕竟回国航班是专属通道 需要很多工作人员 现在天气热了 也都得穿着厚防护服 所以机票没有折扣了 但一周只这几个航班实在离谱 一周只这几个航班 一个航班还不能坐满 那这么多已经毕业了留学生要去哪呢 原图 ,无,无,2020-05-23 00:59:00,iPhone 8 Plus,5,0,12,18,2020-05-23 00:00:00,虽然据说五个一政策要延期到十月属实离谱 就算是研究生九月多也都毕业了 本科五月多就毕业了 大家的房子基本都八九月到期 那要是五个一政策延期 毕业了的留学生该怎么办 去睡大街吗我东西也没拿本来以为八九月肯定能回去了但是看有好多人疯狂骂航空公司说他们挣黑心钱 还是想说 机票并没有涨价吧 只是现在还有折扣了而已 之前大家买的几千块钱的都是折扣票 现在都是全价票 可以理解疫情期间 全体机组人员都要跟着隔离十四天 国内工作人员也很辛苦 毕竟回国航班是专属通道 需要很多工作人员 现在天气热了 也都得穿着厚防护服 所以机票没有折扣了 但一周只这几个航班实在离谱 一周只这几个航班 一个航班还不能坐满 那这么多已经毕业了留学生要去哪呢 原图,0.00489887,0.995101,0.9891139999999999,0,0,,,,
